Title|Gross
Aspen Extreme|8041049
Ba wang bie ji|5216888
Backbeat|2392599
Bad Behaviour|255960
The Ballad of Little Jo|460911
Bank Robber|115842
Batman: Mask of the Phantasm|5588699
Beethoven's 2nd|53354166
Being Human|1519366
Benefit of the Doubt|151860
Benny & Joon|23202734
Best of the Best 2|6044652
The Beverly Hillbillies|44029386
Bhaji on the Beach|735192
Blue|1718328
Bodies, Rest & Motion|764083
Body Snatchers|428868
Body of Evidence|13275426
Boiling Point|10058318
Bopha!|212483
Born Yesterday|17952857
Bound by Honor|4496583
Boxing Helena|1796389
The Boys of St. Vincent|204540
A Bronx Tale|17266971
CB4|17953778
Calendar Girl|2570145
Carlito's Way|36948322
Carnosaur|1152375
The Cement Garden|322975
The Cemetery Club|6011745
Children of the Corn II: The Final Sacrifice|4983565
Cliffhanger|84049211
Coneheads|21274717
Cool Runnings|68856263
Cop and ½|31888805
The Crush|13609396
The Cure Show|13091
Dangerous Game|72495
A Dangerous Woman|1497222
The Dark Half|10611160
Dave|63270710
Dazed and Confused|7993039
De eso no se habla|249530
Demolition Man|58055768
Dennis the Menace|51270765
Desperate Remedies|69695
Double Dragon|2341309
Dragon: The Bruce Lee Story|35112679
L'enfant lion|105066
Ernest Rides Again|1450029
Ethan Frome|296081
Even Cowgirls Get the Blues|1710000
Falling Down|40903593
A Far Off Place|12890752
Fatal Instinct|7852653
Father Hood|3418141
Fausto|236090
Fear of a Black Hat|238230
Fearless|6995302
Fifty/Fifty|229041
Fiorile|429184
Fire in the Sky|20100000
The Firm|158348400
Flesh and Bone|9488998
La Florida|1600000
For Love or Money|10997166
Fortress|6739141
Frauds|247
Free Willy|77698625
Fresa y chocolate|2080805
The Fugitive|183875760
Germinal|378854
Geronimo|4647849
Geronimo: An American Legend|13736475
Gettysburg|10769960
Ghost in the Machine|5086909
The Good Son|44594000
Grief|215428
Groundhog Day|70906973
Grumpy Old Men|70172621
Guilty as Sin|22886222
Hard Target|32534954
Sugar Hill|18272447
Hear No Evil|5678777
Heart and Souls|16581714
Heaven & Earth|5864949
Hexed|2786807
Hocus Pocus|39514713
A Home of Our Own|1703282
Homeward Bound: The Incredible Journey|41833324
Hot Shots! Part Deux|38911970
The Hour of the Pig|667078
House of Cards|322871
The House of the Spirits|6265311
Household Saints|574152
How U Like Me Now|207021
Xi yan|6933459
Wong Fei Hung ji sei: Wong je ji fung|1458013
I Love a Man in Uniform|93623
In Custody|92612
In the Line of Fire|102314283
In the Name of the Father|25096862
In weiter Ferne, so nah!|810455
Indecent Proposal|106614100
Indian Summer|14904910
Inside Monkey Zetterland|121475
Io speriamo che me la cavo|1113435
Jack the Bear|5145462
Jason Goes to Hell: The Final Friday|15935068
Josh and S.A.M.|1510198
The Joy Luck Club|32861136
The Judas Project|2932790
Judgment Night|12136938
Jurassic Park|350523625
Kalifornia|2395231
Kika|2093370
King of the Hill|1299318
Kådisbellan|309117
Lan feng zheng|355974
Last Action Hero|50016394
Latcho Drom|1026174
Leprechaun|8556940
The Life and Times of Allen Ginsberg|2668
Life with Mikey|12440858
Little Buddha|4858139
Look Who's Talking Now|10340263
Lost in Yonkers|9285189
Love & Human Remains|953755
M. Butterfly|1499795
Ma saison préférée|760856
Die Macht der Bilder: Leni Riefenstahl|449707
Mad Dog and Glory|11081586
Madadayo|48856
Made in America|44942695
The Making of '...And God Spoke'|62598
Malice|46044636
The Man Without a Face|24760338
Man's Best Friend|12974636
Manhattan Murder Mystery|11285588
Married to It|1989059
Matinee|9532895
Matusalem|959307
Menace II Society|27900000
The Meteor Man|8023147
Mi vida loca|3269420
Moi Ivan, toi Abraham|164628
Money for Nothing|1044824
Morning Glory|21647
Mother's Boys|874148
Mr. Jones|8315975
Mr. Nanny|4247162
Mr. Wonderful|3125424
Mrs. Doubtfire|219200000
Much Ado About Nothing|22551000
Mùi du du xanh - L'odeur de la papaye verte|1910763
The Music of Chance|313967
My Boyfriend's Back|3335984
My Life|27484464
My Life's in Turnaround|196383
The Myth of the Male Orgasm|49349
Métisse|315420
Naked|1769305
Loaded Weapon 1|27979400
Neak sre|43511
Needful Things|15185672
Nemesis|2001124
The Night We Never Met|1884814
The Nightmare Before Christmas|143289
The November Men|765
Nowhere to Run|22189039
The Nutcracker|2119994
Okoge|251032
Once Upon a Forest|6574896
Only the Strong|3273588
Orlando|5289772
The Pelican Brief|100768056
A Perfect World|31160784
Philadelphia|77446440
Philadelphia Experiment II|1926
The Piano|40158000
Poetic Justice|27515786
Point of No Return|30038362
Posse|18290000
La postière|300000
The Princess and the Goblin|2144238
The Program|23004026
Raining Stones|89388
The Real McCoy|6484246
Reckless Kelly|203602
The Remains of the Day|22954968
Rescue Me|198504
Return of the Living Dead III|54207
Rising Sun|63095271
Road Scholar|594768
Robin Hood: Men in Tights|35699287
RoboCop 3|10696210
Romeo Is Bleeding|3275585
Rookie of the Year|53579269
Roosters|148919
Ruby Cairo|608866
Ruby in Paradise|1001437
Rudy|22750363
The Saint of Fort Washington|57115
The Sandlot|32416586
Sankofa|2691899
Schindler's List|96045248
La scorta|147394
Searching for Bobby Fischer|7266383
The Secret Adventures of Tom Thumb|69870
The Secret Garden|31181347
Sex Is...|530833
Shadowlands|25842000
Short Cuts|6110979
Showdown|887630
Silent Tongue|61274
Sister Act 2: Back in the Habit|57319029
Siu nin Wong Fei Hung ji: Tit Ma Lau|14681661
Six Degrees of Separation|6410676
Sleepless in Seattle|126533006
Sliver|36300000
Smoking/No Smoking|57033
The Snapper|3323524
Sniper|18994653
So I Married an Axe Murderer|11585483
Sommersby|50081992
Son in Law|36448200
Son of the Pink Panther|2457574
Splitting Heirs|3246063
Stalingrad|77848
Strawberry Fields|3347
Street Knight|507656
Striking Distance|23798623
Super Mario Bros.|20915465
Surf Ninjas|4916135
Suture|102780
Swing Kids|5632086
Teenage Mutant Ninja Turtles III|42660000
The Temp|6419876
There Goes My Baby|112309
Theremin: An Electronic Odyssey|187923
The Thing Called Love|1029721
Thirty Two Short Films About Glenn Gould|1567543
This Boy's Life|4104962
The Three Musketeers|53898845
Three of Hearts|5495507
Tombstone|56505065
Totally F***ed Up|98967
Traces of Death|230
Trois couleurs: Bleu|1324974
A Troll in Central Park|71368
True Romance|12281500
Undercover Blues|12416686
Untamed Heart|18899204
The Vanishing|14543394
Les visiteurs|659810
Voor een verloren soldaat|386329
The War Room|901668
Warlock: The Armageddon|3902679
Watch It|120623
Wayne's World 2|47965900
We're Back! A Dinosaur's Story|9315576
Weekend at Bernie's II|12741891
What's Eating Gilbert Grape|9170214
What's Love Got to Do with It|39100956
Where the Rivers Flow North|595505
Who's the Man?|11299730
Wide Sargasso Sea|1610792
Witchboard 2: The Devil's Doorway|168180
Wong Fei Hung ji saam: Si wong jaang ba|3560604
Wrestling Ernest Hemingway|231700
Zero Patience|217300
Zhong an zu|194720
Riget|86133
3 Ninjas Kick Back|11784000
8 Seconds|19604000
Cold Fever|337560
Above the Rim|16036534
Ace Ventura: Pet Detective|72217000
The Adventures of Priscilla, Queen of the Desert|11059700
The Air Up There|21011500
Airheads|5370000
Amateur|856422
American Cyborg: Steel Warrior|447784
Andre|16819465
Angels in the Outfield|50236831
Angie|9398308
A.P.E.X.|49601
Asterix in America|768488
Baby's Day Out|16671505
Babyfever|269904
Bad Girls|15240435
Bandit Queen|399748
Bar Girls|573953
Barcelona|7266973
The Beans of Egypt, Maine|73956
Belle al bar|2791000
Beverly Hills Cop III|42610000
Der bewegte Mann|366506
Black Beauty|4630377
Blank Check|30577969
Blankman|7892208
Blink|16696219
Blown Away|30155037
Blue Chips|22355000
Blue Sky|3359465
Brainscan|4264509
Brother Minister: The Assassination of Malcolm X|42952
The Browning Version|464423
Bullets Over Broadway|13383737
Cabin Boy|3662459
Camilla|250993
Camp Nowhere|10471613
Canadian Bacon|178104
Car 54, Where Are You?|1238080
Caro diario|472598
The Chase|8009329
Chasers|1596700
China Moon|3038499
Chung Hing sam lam|600200
City Slickers II: The Legend of Curly's Gold|43522360
Clean Slate|7503192
Clear and Present Danger|122012710
Clerks.|3151130
The Client|92115211
Clifford|7411659
Cobb|1007583
Le colonel Chabert|734406
Color of Night|19721814
Cops and Robbersons|11384038
Corrina, Corrina|20160000
Cortázar|369018
Country Life|350354
The Cowboy Way|20277185
Crooklyn|13640000
The Crow|50693162
Crumb|3174695
Curse of the Starving Class|23988427
D2: The Mighty Ducks|45607617
Dance Me Outside|304852
Death Wish V: The Face of Death|1700929
Death and the Maiden|2104000
Dellamorte Dellamore|253969
Delta of Venus|62949
Dialogues with Madwomen|77789
Disclosure|83000000
Dolores Claiborne|24361867
Double Happiness|759393
Drop Squad|734693
Drop Zone|28720380
Dumb & Dumber|127175354
Dung che sai duk|173526
Días contados|1642000
Eclipse|86438
Ed Wood|5887457
The Endless Summer 2|2071091
L'enfer|194223
Ermo|57872
Erotique|1109822
Exit to Eden|6841570
Exotica|5132222
Farinelli|2122948
The Favor|3134081
Federal Hill|518663
La fille de d'Artagnan|311922
The Flintstones|130512915
For the Moment|121548
Foreign Student|113727
Forrest Gump|329691196
Four Weddings and a Funeral|52700832
Frankenstein|22006296
Freaked|29296
Freedom on My Mind|71176
Fresh|8094616
The Getaway|16096000
Getting Even with Dad|18438164
The Glass Shield|3313633
Go Fish|2408311
Golden Gate|395105
A Good Man in Africa|2308390
A Great Day in Harlem|527274
Greedy|13145977
Grosse fatigue|551359
Guantanamera|751478
Guarding Tess|27053498
Gunmen|3411885
Heavenly Creatures|3049135
Heavy Weights|17689177
Highlander III: The Sorcerer|13994773
Historias del Kronen|2232450
Holy Matrimony|713234
Los hombres siempre mienten|1746000
Hoop Dreams|7830611
House Party 3|19281235
Houseguest|26325256
Wong Fei Hung chi neung: Lung shing chim pa|3560742
The Hudsucker Proxy|2869369
Huozhe|2332728
I Like It Like That|1777020
I Love Trouble|30806194
I'll Do Anything|10209111
I.Q.|26372663
Imaginary Crimes|89611
Immortal Beloved|9914409
In the Army Now|28864707
The Inkwell|8880705
Intersection|20928892
Interview with the Vampire: The Vampire Chronicles|100689330
Iron Will|21006361
It Could Happen to You|37800323
It Runs in the Family|70936
It's Pat|60822
J'ai pas sommeil|111015
Jason's Lyric|20851521
The Jerky Boys|7557877
Jimmy Hollywood|3692874
The Jungle Book|44342956
Junior|36763355
Justino, un asesino de la tercera edad|520000
Killer|377108
Killing Zoe|418953
Ladybird Ladybird|152457
Lamerica|438483
Lassie|9979683
The Last Good Time|65081
The Last Seduction|6138485
Legends of the Fall|66528842
Leprechaun 2|2260622
Lightning Jack|16821273
The Lion King|15683944
Little Big League|12211068
Little Giants|19288821
Little Odessa|1095885
The Little Rascals|51764950
Little Women|50083616
Louis 19, le roi des ondes|1569021
Love Affair|18250211
A Low Down Dirty Shame|29392418
Lucky Break|121002
Léon|19251002
The Madness of King George|15238994
Maite|448250
Major League II|30626182
Major Payne|29412050
A Man of No Importance|95254
Martha & Ethel|92766
The Mask|119936108
Maverick|101631272
Maya Lin: A Strong Clear Vision|62186
Men of War|7160000
Milk Money|18137661
A Million to Juan|1221832
Mina Tannenbaum|104767
Miracle on 34th Street|17193886
Mixed Nuts|6798240
Monkey Trouble|16344520
Il mostro|642000
Mouvements du désir|104288
Moving the Mountain|44536
Mrs. Parker and the Vicious Circle|2144667
Muriel's Wedding|15185594
Mute Witness|1204430
My Father the Hero|25479558
My Girl 2|17359799
Nadja|446934
Naked Gun 33 1/3: The Final Insult|51109400
Naked in New York|1038959
Natural Born Killers|50282766
Nell|33592700
Neuf mois|52849
The New Age|245217
The Next Karate Kid|8751228
Nina Takes a Lover|189509
No Escape|15340000
Nobody's Fool|39487686
North|7138449
Nostradamus|364164
OcchioPinocchio|2453000
Octobre|349633
Of Love and Shadows|19710
Okno v Parizh|255088
Oleanna|124693
On Deadly Ground|38590500
Once Were Warriors|2201126
Only You|20042048
PCU|4350774
The Pagemaster|13670688
Pao Da Shuang Deng|272232
The Paper|38824341
Personne ne m'aime|147970
Police Academy: Mission to Moscow|126247
El perquè de tot plegat|461185
Post Cards from America|83587
Il postino|20681301
Before the Rain|763847
Priest|4176932
Princess Caraboo|3021629
Prêt-à-Porter|5860483
Pulp Fiction|107928762
Una pura formalità|202458
Quiz Show|24822619
Radioland Murders|1299060
Rampo|305434
Rapa Nui|305070
Reality Bites|20982557
The Ref|3060726
La reine Margot|2017346
Renaissance Man|24332324
The Return of Tommy Tricker|92605
The Return of the Texas Chainsaw Massacre|94558
Ri¢hie Ri¢h|38087756
The River Wild|46816343
The Road to Wellville|6507514
The Puppet Masters|8638072
Les roseaux sauvages|917915
S.F.W.|63649
S.P.Q.R. 2000 e 1/2 anni fa|5269000
Safe Passage|1607319
The Santa Clause|144833357
The Scout|2667163
Second Best|86115
ABC Weekend Specials|30000000
The Secret of Roan Inish|6101600
Separate Lives|961147
Serial Mom|7881335
Sex, Drugs & Democracy|276174
The Shadow|32055248
Shallow Grave|2881508
The Shawshank Redemption|28341469
Silent Fall|3180674
Il silenzio dei prosciutti|16048
A Simple Twist of Fate|3428774
Sirens|7770731
Sister My Sister|217881
Sleep with Me|161410
Le sourire|55497
Spanking the Monkey|1359736
The Specialist|57362581
Speechless|20664501
Speed|121248145
Squanto: A Warrior's Tale|3337685
Star Trek: Generations|75668868
Stargate|71565669
Street Fighter|33423521
The Sum of Us|766464
Surviving the Game|7690013
The Swan Princess|9771658
La séparation|57953
Tall Tale|8247627
Terminal Velocity|16478900
That's Entertainment! III|274794
Threesome|14815000
Thumbelina|11373501
Timecop|44853581
Tom & Viv|538534
Toward the Within|56272
Trading Mom|319123
Trapped in Paradise|5777916
Trial by Jury|6971777
Trois couleurs: Rouge|4043686
True Lies|146261000
Trzy kolory: Bialy|1464625
Jui kuen II|11546543
Un indien dans la ville|1000000
Un été inoubliable|65352
Utomlyonnye solntsem|2616503
Vanya on 42nd Street|1746050
La vengeance d'une blonde|56218
Le vent du Wyoming|169880
Das Versprechen|91145
Wagons East|4358940
War of the Buttons|12712
The War|16551365
New Nightmare|14461031
Whale Music|39129
What Happened Was...|327482
When a Man Loves a Woman|50021959
White Fang 2: Myth of the White Wolf|8878839
Wide-Eyed and Legless|214380
Widows' Peak|6243722
With Honors|20043254
Wolf|65012000
World and Time Enough|69003
Wu kui|59945
Wyatt Earp|25052000
Yin shi nan nu|7294403
You So Crazy|10184701
Zire darakhatan zeyton|40300
Änglagård - andra sommaren|7258500
3 Ninjas Knuckle Up|407618
30:e november|1314000
Ace Ventura: When Nature Calls|108344348
Across the Sea of Time|15982846
The Addiction|302393
Tom and Huck|23735802
The Amazing Panda Adventure|7506759
The American President|65000000
Angels and Insects|5304000
Les anges gardiens|733700
Angus|4821759
Anne Frank Remembered|1310200
Antonia|4823217
Apollo 13|1736281
L'appât|40617
The Princess and the Cobbler|669276
Assassins|30306268
An Awfully Big Adventure|258195
Babe|66600000
The Baby-Sitters Club|9574155
Bad Boys|65637842
Bad Company|3700000
Badkonake sefid|474047
Balto|11268750
Bandwagon|22189
The Basketball Diaries|2424439
Batman Forever|183997904
Before Sunrise|1423537
Bert - den siste oskulden|1128600
Beyond Rangoon|5750110
The Big Green|17725500
Billy Madison|25588750
Bloodsport 2|684351
Blue in the Face|1275999
Le bonheur est dans le pré|414736
Boys on the Side|23450000
The Brady Bunch Movie|46576136
Braveheart|75609945
The Bridges of Madison County|70960517
The Brothers McMullen|10246600
Bushwhacked|7919823
